Transition,Ion,λ,OscillatorStrength,DampingCoefficient,Mass
NI_964,NI,964.626,0.0079,8.31e7,14.007
NI_965,NI,965.041,0.0039,1.08e8,14.007
NI_1134,NI,1134.165,0.015,1.51e8,14.007
NI_1134.4,NI,1134.415,0.029,1.49e8,14.007
NI_1134.9,NI,1134.98,0.042,1.0e8,14.007
NI_1199,NI,1199.55,0.13,4.07e8,14.007
NI_1200,NI,1200.223,0.087,4.02e8,14.007
NI_1200.7,NI,1200.71,0.043,4.0e8,14.007
CaII_3934,CaII,3934.777,0.65,1.61e8,39.963
CaII_3969,CaII,3969.591,0.32,1.6e8,39.963
COJ0_1544.44,COJ0,1544.4497,0.0158,1.0e8,28.0
COJ1_1544.54,COJ1,1544.5413,0.00791,1.0e8,28.0
COJ1_1544.38,COJ1,1544.3895,0.00789,1.0e8,28.0
COJ2_1544.72,COJ2,1544.7249,0.00158,1.0e8,28.0
COJ2_1544.57,COJ2,1544.5726,0.00789,1.0e8,28.0
COJ2_1544.34,COJ2,1544.3453,0.00629,1.0e8,28.0
COJ3_1544.84,COJ3,1544.8482,0.00226,1.0e8,28.0
COJ3_1544.61,COJ3,1544.6195,0.00787,1.0e8,28.0
COJ3_1544.31,COJ3,1544.3173,0.00559,1.0e8,28.0
COJ4_1544.98,COJ4,1544.9874,0.00262,1.0e8,28.0
COJ4_1544.68,COJ4,1544.6823,0.00783,1.0e8,28.0
COJ4_1544.30,COJ4,1544.3059,0.00517,1.0e8,28.0
COJ5_1545.14,COJ5,1545.143,0.00285,1.0e8,28.0
COJ5_1544.76,COJ5,1544.761,0.00775,1.0e8,28.0
COJ5_1544.31,COJ5,1544.3123,0.00485,1.0e8,28.0
COJ0_1509.74,COJ0,1509.7478,0.0284,9.6e7,28.0
COJ1_1509.83,COJ1,1509.8355,0.0142,9.6e7,28.0
COJ1_1509.69,COJ1,1509.696,0.0144,9.6e7,28.0
COJ2_1510.01,COJ2,1510.0108,0.00283,9.6e7,28.0
COJ2_1509.87,COJ2,1509.8712,0.0144,9.6e7,28.0
COJ2_1509.66,COJ2,1509.6615,0.0117,9.6e7,28.0
COJ3_1510.13,COJ3,1510.1342,0.00411,9.6e7,28.0
COJ3_1509.92,COJ3,1509.9244,0.0147,9.6e7,28.0
COJ3_1509.64,COJ3,1509.6436,0.0107,9.6e7,28.0
COJ4_1510.27,COJ4,1510.2751,0.00489,9.6e7,28.0
COJ4_1509.99,COJ4,1509.9941,0.015,9.6e7,28.0
COJ4_1509.64,COJ4,1509.642,0.0102,9.6e7,28.0
COJ0_1477.56,COJ0,1477.5655,0.0415,1.03e8,28.0
COJ1_1477.64,COJ1,1477.6494,0.0208,1.03e8,28.0
COJ1_1477.51,COJ1,1477.5134,0.0208,1.03e8,28.0
COJ2_1477.81,COJ2,1477.8174,0.00415,1.03e8,28.0
COJ2_1477.68,COJ2,1477.6814,0.0208,1.03e8,28.0
COJ2_1477.47,COJ2,1477.4772,0.0166,1.03e8,28.0
COJ3_1477.93,COJ3,1477.9332,0.00593,1.03e8,28.0
COJ3_1477.72,COJ3,1477.7292,0.0208,1.03e8,28.0
COJ3_1477.45,COJ3,1477.457,0.0148,1.03e8,28.0
COJ4_1478.06,COJ4,1478.0649,0.00692,1.03e8,28.0
COJ4_1477.79,COJ4,1477.793,0.0208,1.03e8,28.0
COJ4_1477.45,COJ4,1477.4528,0.0138,1.03e8,28.0
COJ0_1447.35,COJ0,1447.3531,0.0365,1.04e8,28.0
COJ1_1447.43,COJ1,1447.4337,0.0182,1.04e8,28.0
COJ1_1447.30,COJ1,1447.3051,0.0182,1.04e8,28.0
COJ2_1447.59,COJ2,1447.5948,0.00365,1.04e8,28.0
COJ2_1447.46,COJ2,1447.4662,0.0182,1.04e8,28.0
COJ2_1447.27,COJ2,1447.2734,0.0146,1.04e8,28.0
COJ3_1447.70,COJ3,1447.7079,0.00522,1.04e8,28.0
COJ3_1447.51,COJ3,1447.5151,0.0182,1.04e8,28.0
COJ3_1447.25,COJ3,1447.258,0.013,1.04e8,28.0
COJ4_1447.83,COJ4,1447.8374,0.00609,1.04e8,28.0
COJ4_1447.58,COJ4,1447.5802,0.0183,1.04e8,28.0
COJ4_1447.25,COJ4,1447.2588,0.0122,1.04e8,28.0
COJ0_1419.04,COJ0,1419.0449,0.0245,1.06e8,28.0
COJ1_1419.12,COJ1,1419.122,0.0122,1.06e8,28.0
COJ1_1419.00,COJ1,1419.0017,0.0123,1.06e8,28.0
COJ2_1419.27,COJ2,1419.2772,0.00245,1.06e8,28.0
COJ2_1419.15,COJ2,1419.1556,0.0123,1.06e8,28.0
COJ2_1418.97,COJ2,1418.9753,0.00989,1.06e8,28.0
COJ3_1419.38,COJ3,1419.3889,0.00351,1.06e8,28.0
COJ3_1419.20,COJ3,1419.2062,0.0124,1.06e8,28.0
COJ3_1418.96,COJ3,1418.9658,0.00888,1.06e8,28.0
COJ4_1419.51,COJ4,1419.5174,0.00412,1.06e8,28.0
COJ4_1419.27,COJ4,1419.2737,0.0124,1.06e8,28.0
COJ4_1418.97,COJ4,1418.9729,0.00845,1.06e8,28.0
COJ0_1392.52,COJ0,1392.5255,0.0158,1.09e8,28.0
COJ1_1392.60,COJ1,1392.6002,0.00791,1.09e8,28.0
COJ1_1392.48,COJ1,1392.4852,0.00791,1.09e8,28.0
COJ2_1392.74,COJ2,1392.7495,0.00158,1.09e8,28.0
COJ2_1392.63,COJ2,1392.6339,0.00791,1.09e8,28.0
COJ2_1392.46,COJ2,1392.4613,0.00633,1.09e8,28.0
COJ3_1392.85,COJ3,1392.8578,0.00226,1.09e8,28.0
COJ3_1392.68,COJ3,1392.6847,0.00791,1.09e8,28.0
COJ3_1392.45,COJ3,1392.4543,0.00565,1.09e8,28.0
COJ4_1392.98,COJ4,1392.9829,0.00264,1.09e8,28.0
COJ4_1392.75,COJ4,1392.752,0.00791,1.09e8,28.0
COJ4_1392.46,COJ4,1392.4636,0.00528,1.09e8,28.0
COJ0_1367.62,COJ0,1367.6239,0.0095,1.1e8,28.0
COJ1_1367.69,COJ1,1367.6959,0.00475,1.1e8,28.0
COJ1_1367.58,COJ1,1367.5865,0.00475,1.1e8,28.0
COJ2_1367.83,COJ2,1367.8394,0.00095,1.1e8,28.0
COJ2_1367.73,COJ2,1367.7303,0.00475,1.1e8,28.0
COJ2_1367.56,COJ2,1367.5668,0.00379,1.1e8,28.0
COJ3_1367.94,COJ3,1367.9462,0.00136,1.1e8,28.0
COJ3_1367.78,COJ3,1367.7825,0.00474,1.1e8,28.0
COJ3_1367.56,COJ3,1367.5649,0.00337,1.1e8,28.0
COJ4_1368.07,COJ4,1368.0705,0.00158,1.1e8,28.0
COJ4_1367.85,COJ4,1367.8526,0.00472,1.1e8,28.0
COJ4_1367.58,COJ4,1367.5807,0.00312,1.1e8,28.0
COJ5_1368.21,COJ5,1368.2122,0.00172,1.1e8,28.0
COJ5_1367.94,COJ5,1367.9404,0.00468,1.1e8,28.0
COJ5_1367.61,COJ5,1367.6154,0.0029,1.1e8,28.0
COJ0_1344.18,COJ0,1344.1859,0.00535,1.12e8,28.0
COJ1_1344.25,COJ1,1344.2555,0.00268,1.12e8,28.0
COJ1_1344.15,COJ1,1344.1514,0.00268,1.12e8,28.0
COJ2_1344.39,COJ2,1344.3941,0.000535,1.12e8,28.0
COJ2_1344.29,COJ2,1344.2906,0.00268,1.12e8,28.0
COJ2_1344.13,COJ2,1344.1343,0.00214,1.12e8,28.0
COJ3_1344.49,COJ3,1344.4988,0.000765,1.12e8,28.0
COJ3_1344.34,COJ3,1344.3428,0.00268,1.12e8,28.0
COJ3_1344.13,COJ3,1344.1348,0.00191,1.12e8,28.0
COJ4_1344.62,COJ4,1344.621,0.000892,1.12e8,28.0
COJ4_1344.41,COJ4,1344.4127,0.00268,1.12e8,28.0
COJ4_1344.15,COJ4,1344.1523,0.00178,1.12e8,28.0
COJ5_1344.76,COJ5,1344.76,0.000973,1.12e8,28.0
COJ5_1344.49,COJ5,1344.4998,0.00268,1.12e8,28.0
COJ5_1344.18,COJ5,1344.1876,0.0017,1.12e8,28.0
COJ0_1322.15,COJ0,1322.1506,0.00264,1.12e8,28.0
COJ1_1322.21,COJ1,1322.2175,0.00132,1.12e8,28.0
COJ1_1322.11,COJ1,1322.1191,0.00132,1.12e8,28.0
COJ2_1322.35,COJ2,1322.3525,0.000264,1.12e8,28.0
COJ2_1322.25,COJ2,1322.2535,0.00132,1.12e8,28.0
COJ2_1322.10,COJ2,1322.1053,0.00105,1.12e8,28.0
COJ3_1322.45,COJ3,1322.4553,0.000377,1.12e8,28.0
COJ3_1322.30,COJ3,1322.3067,0.00132,1.12e8,28.0
COJ3_1322.10,COJ3,1322.109,0.000941,1.12e8,28.0
COJ4_1322.57,COJ4,1322.5758,0.000439,1.12e8,28.0
COJ4_1322.37,COJ4,1322.3782,0.00132,1.12e8,28.0
COJ4_1322.13,COJ4,1322.1312,0.000879,1.12e8,28.0
COJ5_1322.71,COJ5,1322.7142,0.000479,1.12e8,28.0
COJ5_1322.46,COJ5,1322.4672,0.00132,1.12e8,28.0
COJ5_1322.17,COJ5,1322.1707,0.000839,1.12e8,28.0
COJ0_1301.40,COJ0,1301.403,0.00095,1.12e8,28.0
COJ1_1301.46,COJ1,1301.468,0.000475,1.12e8,28.0
COJ1_1301.37,COJ1,1301.374,0.000475,1.12e8,28.0
COJ2_1301.59,COJ2,1301.598,9.5e-5,1.12e8,28.0
COJ2_1301.50,COJ2,1301.505,0.000475,1.12e8,28.0
COJ2_1301.36,COJ2,1301.364,0.00038,1.12e8,28.0
COJ3_1301.70,COJ3,1301.7,0.000136,1.12e8,28.0
COJ3_1301.55,COJ3,1301.559,0.000475,1.12e8,28.0
COJ3_1301.37,COJ3,1301.37,0.000339,1.12e8,28.0
COJ4_1301.82,COJ4,1301.82,0.000158,1.12e8,28.0
COJ4_1301.63,COJ4,1301.631,0.000475,1.12e8,28.0
COJ4_1301.39,COJ4,1301.396,0.000317,1.12e8,28.0
COJ5_1301.95,COJ5,1301.957,0.000173,1.12e8,28.0
COJ5_1301.72,COJ5,1301.722,0.000475,1.12e8,28.0
COJ5_1301.43,COJ5,1301.438,0.000302,1.12e8,28.0
COJ0_1281.86,COJ0,1281.866,0.00041,1.12e8,28.0
COJ1_1281.92,COJ1,1281.929,0.000205,1.12e8,28.0
COJ1_1281.83,COJ1,1281.838,0.000205,1.12e8,28.0
COJ2_1282.05,COJ2,1282.055,4.09e-5,1.12e8,28.0
COJ2_1281.96,COJ2,1281.964,0.000205,1.12e8,28.0
COJ2_1281.83,COJ2,1281.831,0.000164,1.12e8,28.0
COJ3_1282.15,COJ3,1282.154,5.85e-5,1.12e8,28.0
COJ3_1282.02,COJ3,1282.02,0.000205,1.12e8,28.0
COJ3_1281.84,COJ3,1281.84,0.000146,1.12e8,28.0
COJ4_1282.27,COJ4,1282.273,6.82e-5,1.12e8,28.0
COJ4_1282.09,COJ4,1282.093,0.000205,1.12e8,28.0
COJ4_1281.84,COJ4,1281.84,0.000136,1.12e8,28.0
COJ5_1282.40,COJ5,1282.409,7.44e-5,1.12e8,28.0
COJ5_1282.18,COJ5,1282.184,0.000205,1.12e8,28.0
COJ5_1281.91,COJ5,1281.914,0.00013,1.12e8,28.0
COJ0_1263.43,COJ0,1263.433,0.00018,1.12e8,28.0
COJ1_1263.49,COJ1,1263.494,9.0e-5,1.12e8,28.0
COJ1_1263.40,COJ1,1263.409,9.0e-5,1.12e8,28.0
COJ2_1263.61,COJ2,1263.617,1.8e-5,1.12e8,28.0
COJ2_1263.53,COJ2,1263.532,9.0e-5,1.12e8,28.0
COJ2_1263.40,COJ2,1263.403,7.2e-5,1.12e8,28.0
COJ3_1263.71,COJ3,1263.716,2.57e-5,1.12e8,28.0
COJ3_1263.58,COJ3,1263.587,9.0e-5,1.12e8,28.0
COJ3_1263.41,COJ3,1263.416,6.43e-5,1.12e8,28.0
COJ4_1263.83,COJ4,1263.833,3.0e-5,1.12e8,28.0
COJ4_1263.66,COJ4,1263.661,9.0e-5,1.12e8,28.0
COJ4_1263.44,COJ4,1263.447,6.0e-5,1.12e8,28.0
COJ5_1263.96,COJ5,1263.968,3.27e-5,1.12e8,28.0
COJ5_1263.75,COJ5,1263.754,9.0e-5,1.12e8,28.0
COJ5_1263.49,COJ5,1263.498,5.73e-5,1.12e8,28.0
COJ0_1087.86,COJ0,1087.868,0.118,1.0e9,28.0
COJ1_1087.95,COJ1,1087.959,0.0392,1.0e9,28.0
COJ1_1087.82,COJ1,1087.821,0.0785,1.0e9,28.0
COJ2_1088.00,COJ2,1088.004,0.0471,1.0e9,28.0
COJ2_1087.77,COJ2,1087.774,0.0706,1.0e9,28.0
COJ3_1088.04,COJ3,1088.049,0.0504,1.0e9,28.0
COJ3_1087.72,COJ3,1087.727,0.0673,1.0e9,28.0
COJ4_1088.09,COJ4,1088.093,0.0523,1.0e9,28.0
COJ4_1087.67,COJ4,1087.679,0.0654,1.0e9,28.0
COJ0_1510.34,COJ0,1510.3413,0.0057,1.8e7,28.0
COJ1_1510.42,COJ1,1510.4289,0.00285,1.6e7,28.0
COJ1_1510.30,COJ1,1510.3059,0.00264,1.6e7,28.0
COJ2_1510.60,COJ2,1510.6045,0.00057,1.4e7,28.0
COJ2_1510.48,COJ2,1510.4814,0.00264,1.4e7,28.0
COJ2_1510.29,COJ2,1510.2976,0.00188,1.4e7,28.0
COJ3_1510.74,COJ3,1510.7445,0.000753,1.3e7,28.0
COJ3_1510.56,COJ3,1510.5607,0.00235,1.3e7,28.0
COJ3_1510.31,COJ3,1510.3169,0.00145,1.3e7,28.0
COJ4_1510.91,COJ4,1510.9117,0.000784,1.0e7,28.0
COJ4_1510.66,COJ4,1510.6678,0.00202,1.0e7,28.0
COJ4_1510.36,COJ4,1510.3648,0.00113,1.0e7,28.0
COJ0_1543.17,COJ0,1543.171,0.000241,1.0e9,28.0
COJ1_1543.20,COJ1,1543.203,0.00014,1.0e9,28.0
COJ2_1543.26,COJ2,1543.265,0.000134,1.0e9,28.0
COJ3_1543.35,COJ3,1543.358,0.00015,1.0e9,28.0
COJ4_1543.48,COJ4,1543.482,0.000187,1.0e9,28.0
COJ2_1543.44,COJ2,1543.445,2.41e-5,1.0e9,28.0
COJ3_1543.66,COJ3,1543.661,3.99e-5,1.0e9,28.0
COJ4_1543.90,COJ4,1543.907,5.57e-5,1.0e9,28.0
COJ0_1543.00,COJ0,1543.003,0.000199,1.0e9,28.0
COJ1_1542.91,COJ1,1542.913,9.53e-5,1.0e9,28.0
COJ2_1542.85,COJ2,1542.856,7.51e-5,1.0e9,28.0
COJ3_1542.83,COJ3,1542.831,6.76e-5,1.0e9,28.0
COJ4_1542.83,COJ4,1542.837,6.49e-5,1.0e9,28.0
COJ2_1543.27,COJ2,1543.278,1.99e-5,1.0e9,28.0
COJ3_1543.37,COJ3,1543.371,2.72e-5,1.0e9,28.0
COJ4_1543.49,COJ4,1543.497,3.13e-5,1.0e9,28.0
COJ1_1543.17,COJ1,1543.177,0.000218,1.0e9,28.0
COJ2_1543.23,COJ2,1543.239,0.000228,1.0e9,28.0
COJ3_1543.33,COJ3,1543.333,0.000244,1.0e9,28.0
COJ4_1543.45,COJ4,1543.458,0.000268,1.0e9,28.0
H2J7_1151.64,H2J7,1151.6384,0.00073,1.868e9,2.016
H2J7_1134.90,H2J7,1134.8965,0.00257,1.741e9,2.016
H2J6_1131.75,H2J6,1131.7536,0.000748,1.868e9,2.016
H2J6_1125.73,H2J6,1125.7267,0.000656,1.868e9,2.016
H2J5_1125.54,H2J5,1125.5407,0.000758,1.868e9,2.016
H2J5_1120.40,H2J5,1120.4006,0.000716,1.868e9,2.016
H2J4_1120.25,H2J4,1120.2488,0.000756,1.868e9,2.016
H2J7_1119.03,H2J7,1119.0297,0.00518,1.632e9,2.016
H2J4_1116.01,H2J4,1116.0146,0.000778,1.868e9,2.016
H2J3_1115.90,H2J3,1115.8955,0.000738,1.868e9,2.016
H2J6_1115.46,H2J6,1115.4564,0.0026,1.741e9,2.016
H2J3_1112.58,H2J3,1112.5839,0.000847,1.868e9,2.016
H2J2_1112.50,H2J2,1112.496,0.000691,1.868e9,2.016
H2J2_1110.12,H2J2,1110.1206,0.000932,1.868e9,2.016
H2J1_1110.06,H2J1,1110.0626,0.000574,1.868e9,2.016
H2J6_1109.86,H2J6,1109.8617,0.00251,1.741e9,2.016
H2J5_1109.31,H2J5,1109.3132,0.00262,1.741e9,2.016
H2J1_1108.63,H2J1,1108.6332,0.00108,1.868e9,2.016
H2J0_1108.13,H2J0,1108.1273,0.00166,1.868e9,2.016
H2J5_1104.55,H2J5,1104.5487,0.00268,1.741e9,2.016
H2J4_1104.08,H2J4,1104.0839,0.0026,1.741e9,2.016
H2J7_1103.98,H2J7,1103.9823,0.00784,1.536e9,2.016
H2J4_1100.16,H2J4,1100.1645,0.00285,1.741e9,2.016
H2J6_1100.02,H2J6,1100.02,0.00521,1.632e9,2.016
H2J3_1099.79,H2J3,1099.7872,0.00253,1.741e9,2.016
H2J3_1096.73,H2J3,1096.7253,0.00306,1.741e9,2.016
H2J2_1096.44,H2J2,1096.4389,0.00237,1.741e9,2.016
H2J6_1094.80,H2J6,1094.7992,0.00546,1.632e9,2.016
H2J2_1094.24,H2J2,1094.2446,0.00331,1.741e9,2.016
H2J1_1094.05,H2J1,1094.0519,0.00197,1.741e9,2.016
H2J5_1093.95,H2J5,1093.955,0.00521,1.632e9,2.016
H2J1_1092.73,H2J1,1092.7324,0.00378,1.741e9,2.016
H2J0_1092.20,H2J0,1092.1952,0.00578,1.741e9,2.016
H2J7_1089.71,H2J7,1089.7065,0.00994,1.45e9,2.016
H2J5_1089.51,H2J5,1089.5132,0.00574,1.632e9,2.016
H2J4_1088.80,H2J4,1088.7954,0.00515,1.632e9,2.016
H2J6_1085.38,H2J6,1085.3844,0.00786,1.536e9,2.016
H2J4_1085.15,H2J4,1085.1455,0.00603,1.632e9,2.016
H2J3_1084.56,H2J3,1084.5603,0.00501,1.632e9,2.016
H2J3_1081.71,H2J3,1081.7112,0.00636,1.632e9,2.016
H2J2_1081.27,H2J2,1081.266,0.0047,1.632e9,2.016
H2J6_1080.49,H2J6,1080.4948,0.00895,1.536e9,2.016
H2J5_1079.40,H2J5,1079.4004,0.00783,1.536e9,2.016
H2J2_1079.23,H2J2,1079.2254,0.00682,1.632e9,2.016
H2J1_1078.93,H2J1,1078.9255,0.00392,1.632e9,2.016
H2J1_1077.70,H2J1,1077.6989,0.00769,1.632e9,2.016
H2J0_1077.14,H2J0,1077.1387,0.0117,1.632e9,2.016
H2J7_1076.16,H2J7,1076.1556,0.0111,1.37e9,2.016
H2J5_1075.24,H2J5,1075.2441,0.00928,1.536e9,2.016
H2J4_1074.31,H2J4,1074.313,0.00774,1.536e9,2.016
H2J6_1071.50,H2J6,1071.4988,0.00994,1.45e9,2.016
H2J4_1070.90,H2J4,1070.9005,0.00963,1.536e9,2.016
H2J3_1070.14,H2J3,1070.1409,0.00754,1.536e9,2.016
H2J3_1067.48,H2J3,1067.4786,0.01,1.536e9,2.016
H2J6_1066.91,H2J6,1066.9071,0.0123,1.45e9,2.016
H2J2_1066.90,H2J2,1066.9007,0.00709,1.536e9,2.016
H2J5_1065.60,H2J5,1065.5966,0.0099,1.45e9,2.016
H2J2_1064.99,H2J2,1064.9948,0.0106,1.536e9,2.016
H2J1_1064.61,H2J1,1064.6054,0.00594,1.536e9,2.016
H2J1_1063.46,H2J1,1063.4601,0.0119,1.536e9,2.016
H2J7_1063.29,H2J7,1063.2888,0.0113,1.3e9,2.016
H2J0_1062.88,H2J0,1062.8821,0.0179,1.536e9,2.016
H2J5_1061.70,H2J5,1061.6972,0.0126,1.45e9,2.016
H2J4_1060.58,H2J4,1060.581,0.00979,1.45e9,2.016
H2J6_1058.32,H2J6,1058.3184,0.0111,1.37e9,2.016
H2J4_1057.38,H2J4,1057.3807,0.0129,1.45e9,2.016
H2J3_1056.47,H2J3,1056.4714,0.00956,1.45e9,2.016
H2J6_1054.00,H2J6,1053.9987,0.015,1.37e9,2.016
H2J3_1053.98,H2J3,1053.9761,0.0134,1.45e9,2.016
H2J2_1053.28,H2J2,1053.2843,0.00902,1.45e9,2.016
H2J5_1052.50,H2J5,1052.497,0.0111,1.37e9,2.016
H2J2_1051.50,H2J2,1051.4986,0.014,1.45e9,2.016
H2J7_1051.07,H2J7,1051.0715,0.0105,1.2e9,2.016
H2J1_1051.03,H2J1,1051.0325,0.0076,1.45e9,2.016
H2J1_1049.96,H2J1,1049.9598,0.0155,1.45e9,2.016
H2J0_1049.37,H2J0,1049.3674,0.0232,1.45e9,2.016
H2J5_1048.83,H2J5,1048.8299,0.0152,1.37e9,2.016
H2J4_1047.55,H2J4,1047.5519,0.011,1.37e9,2.016
H2J6_1045.80,H2J6,1045.8043,0.0113,1.3e9,2.016
H2J4_1044.54,H2J4,1044.5433,0.0155,1.37e9,2.016
H2J3_1043.50,H2J3,1043.5032,0.0108,1.37e9,2.016
H2J6_1041.73,H2J6,1041.7328,0.0168,1.3e9,2.016
H2J3_1041.16,H2J3,1041.1589,0.0158,1.37e9,2.016
H2J2_1040.37,H2J2,1040.3673,0.0102,1.37e9,2.016
H2J5_1040.06,H2J5,1040.0587,0.0113,1.3e9,2.016
H2J7_1039.77,H2J7,1039.7737,0.000634,1.18e9,2.016
H2J7_1039.21,H2J7,1039.2104,0.0233,1.14e9,2.016
H2J2_1038.69,H2J2,1038.6903,0.0165,1.37e9,2.016
H2J1_1038.16,H2J1,1038.1571,0.00866,1.37e9,2.016
H2J1_1037.15,H2J1,1037.1499,0.0181,1.37e9,2.016
H2J5_1036.60,H2J5,1036.6046,0.017,1.3e9,2.016
H2J0_1036.55,H2J0,1036.5458,0.0268,1.37e9,2.016
H2J7_1035.43,H2J7,1035.4267,0.0239,1.18e9,2.016
H2J4_1035.18,H2J4,1035.1825,0.0113,1.3e9,2.016
H2J6_1033.92,H2J6,1033.9178,0.0105,1.2e9,2.016
H2J4_1032.35,H2J4,1032.351,0.0171,1.3e9,2.016
H2J3_1031.19,H2J3,1031.1926,0.0111,1.3e9,2.016
H2J6_1030.07,H2J6,1030.0736,0.0179,1.2e9,2.016
H2J3_1028.99,H2J3,1028.9856,0.0174,1.3e9,2.016
H2J7_1028.41,H2J7,1028.4114,0.00876,1.07e9,2.016
H2J5_1028.25,H2J5,1028.2475,0.0105,1.2e9,2.016
H2J2_1028.11,H2J2,1028.1061,0.0106,1.3e9,2.016
H2J2_1026.53,H2J2,1026.5281,0.018,1.3e9,2.016
H2J1_1025.94,H2J1,1025.9352,0.00909,1.3e9,2.016
H2J5_1024.99,H2J5,1024.9894,0.018,1.2e9,2.016
H2J1_1024.99,H2J1,1024.9879,0.0196,1.3e9,2.016
H2J6_1024.73,H2J6,1024.734,0.012,1.18e9,2.016
H2J0_1024.37,H2J0,1024.374,0.0287,1.3e9,2.016
H2J4_1023.44,H2J4,1023.4368,0.0105,1.2e9,2.016
H2J6_1022.59,H2J6,1022.5859,0.0126,1.14e9,2.016
H2J6_1021.21,H2J6,1021.2095,0.0239,1.18e9,2.016
H2J5_1020.80,H2J5,1020.7992,0.0127,1.18e9,2.016
H2J4_1020.77,H2J4,1020.7667,0.0181,1.2e9,2.016
H2J3_1019.50,H2J3,1019.5022,0.0105,1.2e9,2.016
H2J6_1019.02,H2J6,1019.0189,0.0205,1.14e9,2.016
H2J7_1017.98,H2J7,1017.9765,0.00374,1.03e9,2.016
H2J5_1017.83,H2J5,1017.832,0.0239,1.18e9,2.016
H2J3_1017.42,H2J3,1017.4231,0.0184,1.2e9,2.016
H2J4_1017.39,H2J4,1017.3855,0.0123,1.18e9,2.016
H2J5_1017.00,H2J5,1017.0043,0.0112,1.14e9,2.016
H2J6_1016.74,H2J6,1016.7433,0.0057,1.18e9,2.016
H2J2_1016.46,H2J2,1016.4612,0.0102,1.2e9,2.016
H2J7_1015.75,H2J7,1015.7497,0.0271,1.159e9,2.016
H2J4_1014.98,H2J4,1014.9801,0.0239,1.18e9,2.016
H2J2_1014.98,H2J2,1014.9768,0.0189,1.2e9,2.016
H2J3_1014.50,H2J3,1014.5042,0.0111,1.18e9,2.016
H2J1_1014.33,H2J1,1014.3272,0.00898,1.2e9,2.016
H2J5_1014.24,H2J5,1014.2425,0.0229,1.18e9,2.016
H2J5_1013.71,H2J5,1013.7065,0.00116,1.14e9,2.016
H2J1_1013.44,H2J1,1013.437,0.0205,1.2e9,2.016
H2J0_1012.81,H2J0,1012.813,0.0297,1.2e9,2.016
H2J3_1012.68,H2J3,1012.6796,0.0238,1.18e9,2.016
H2J4_1012.26,H2J4,1012.2624,0.0108,1.14e9,2.016
H2J2_1012.17,H2J2,1012.1694,0.00878,1.18e9,2.016
H2J7_1012.13,H2J7,1012.1346,0.0367,1.159e9,2.016
H2J6_1011.87,H2J6,1011.8712,0.00865,1.07e9,2.016
H2J4_1011.81,H2J4,1011.8139,0.0119,1.18e9,2.016
H2J2_1010.94,H2J2,1010.9384,0.0238,1.18e9,2.016
H2J3_1010.13,H2J3,1010.1303,0.0112,1.18e9,2.016
H2J1_1009.77,H2J1,1009.7709,0.0238,1.18e9,2.016
H2J4_1009.72,H2J4,1009.7196,0.0141,1.14e9,2.016
H2J2_1009.02,H2J2,1009.0249,0.0117,1.18e9,2.016
H2J0_1008.55,H2J0,1008.5519,0.0153,1.18e9,2.016
H2J1_1008.50,H2J1,1008.4982,0.0129,1.18e9,2.016
H2J6_1008.43,H2J6,1008.4289,0.0164,1.07e9,2.016
H2J3_1008.39,H2J3,1008.3862,0.0104,1.14e9,2.016
H2J3_1006.41,H2J3,1006.4142,0.0157,1.14e9,2.016
H2J5_1006.34,H2J5,1006.3432,0.00863,1.07e9,2.016
H2J2_1005.39,H2J2,1005.3932,0.00991,1.14e9,2.016
H2J2_1003.99,H2J2,1003.9855,0.0166,1.14e9,2.016
H2J5_1003.43,H2J5,1003.4284,0.0165,1.07e9,2.016
H2J1_1003.30,H2J1,1003.2966,0.00847,1.14e9,2.016
H2J1_1002.45,H2J1,1002.4521,0.0182,1.14e9,2.016
H2J6_1001.91,H2J6,1001.9117,0.000263,1.03e9,2.016
H2J0_1001.82,H2J0,1001.8239,0.0268,1.14e9,2.016
H2J4_1001.66,H2J4,1001.6557,0.00869,1.07e9,2.016
H2J6_1001.21,H2J6,1001.2081,0.0305,1.159e9,2.016
H2J4_999.27,H2J4,999.2715,0.0166,1.07e9,2.016
H2J6_998.43,H2J6,998.4283,0.0179,1.03e9,2.016
H2J6_998.33,H2J6,998.3339,0.0367,1.159e9,2.016
H2J7_998.11,H2J7,998.1118,0.00713,9.87e8,2.016
H2J3_997.83,H2J3,997.8272,0.00876,1.07e9,2.016
H2J5_997.64,H2J5,997.6414,0.0152,1.159e9,2.016
H2J5_996.12,H2J5,996.1247,0.0127,1.03e9,2.016
H2J3_995.97,H2J3,995.9728,0.0167,1.07e9,2.016
H2J5_994.92,H2J5,994.9244,0.0366,1.159e9,2.016
H2J2_994.87,H2J2,994.8741,0.00866,1.07e9,2.016
H2J7_994.45,H2J7,994.4541,0.0228,1.159e9,2.016
H2J6_994.26,H2J6,994.2605,0.0115,1.159e9,2.016
H2J4_994.23,H2J4,994.2299,0.017,1.159e9,2.016
H2J2_993.55,H2J2,993.5506,0.017,1.07e9,2.016
H2J5_993.49,H2J5,993.4919,0.0202,1.03e9,2.016
H2J1_992.81,H2J1,992.8097,0.0077,1.07e9,2.016
H2J4_992.05,H2J4,992.0508,0.0366,1.159e9,2.016
H2J1_992.02,H2J1,992.0164,0.0183,1.07e9,2.016
H2J6_991.92,H2J6,991.9157,0.00683,9.87e8,2.016
